Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2023/000228;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE ARGANZUELA;001202;92001;62302;;4.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2023/000228;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE ARGANZUELA;001202;92001;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2023/000230;SERVICIOS ADMINISTRATIVOS DISTRITO DE ARGANZUELA. MOBILIARIO Y EQUIPOS OFICINA;001202;92001;62500;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2023/000231;OBRAS DE MEJORA Y CONSERVACIÓN DE EDIFICOS DEL DISTRITO DE ARGANZUELA;001202;93302;63200;;50.582,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;202;ARGANZUELA
2023/000081;OBRAS DIVERSAS DE MEJORA DE ACCESBILIDAD EN EL DISTRITO DE RETIRO;001203;15322;61910;;500;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;203;RETIRO
2023/003070;JARDINES DEL DOCE DE OCTUBRE. OBRAS DE REMODELACIÓN (ID 22: 18074);001203;17102;61920;5;800.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;203;RETIRO
2023/000082;OBRAS DE ACONDICIONAMIENTO Y MEJORA EN CENTROS DOCENTES EDUCATIVOS DISTRITO RETIRO;001203;32301;63200;;80.000,00;05;EDUCACIÓN;00;COLEGIOS;203;RETIRO
2023/000083;ESCUELA DE MUSICA Y DANZA PLÁCIDO DOMINGO. OBRAS DE ACONDICIONAMIENTO Y MEJORA;001203;32601;63200;;40.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;203;RETIRO
2022/001589;PLACAS CONMEMORATIVAS EN EL DISTRITO DE RETIRO. INSTALACIÓN;001203;33401;60999;;30.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;203;RETIRO
2023/000084;OBRAS DE ACONDICIONAMIENTO Y MEJORA DE INSTALACIONES DEPORTIVAS DEL DISTRITO RETIRO;001203;34201;63200;;44.200,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2023/000085;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE RETIRO;001203;34201;62599;;10.400,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2023/000087;CENTROS DEPORTIVOS DISTRITO DE RETIRO. ADQUISICIÓN DE MATERIAL DEPORTIVO ESTÁTICO;001203;34201;62999;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2023/000087;CENTROS DEPORTIVOS DISTRITO DE RETIRO. ADQUISICIÓN DE MATERIAL DEPORTIVO ESTÁTICO;001203;34201;63999;;11.600,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2023/003071;INSTALACIONES DEPORTIVAS EN EL DISTRITO DE RETIRO. ACTUALIZACIÓN Y MEJORA (ID 22: 18374);001203;34201;63200;5;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;203;RETIRO
2023/000371;CENTRO DEPORTIVO DAOIZ Y VELARDE. OBRAS DE MEJORA;001203;34271;63200;;146.410,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2023/000122;OBRAS DE MEJORA DE EDIFICIOS DEL DISTRITO DE RETIRO;001203;93302;63200;;60.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;203;RETIRO
2019/009205;"VÍAS PÚBLICAS Bº FUENTE DEL BERRO.PRIORIDAD PEATONAL Y MEJORA ACCESIBILIDAD GLOBAL(ID 19: 9917;8672)";001204;15322;61904;5;402.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2019/009205;"VÍAS PÚBLICAS Bº FUENTE DEL BERRO.PRIORIDAD PEATONAL Y MEJORA ACCESIBILIDAD GLOBAL(ID 19: 9917;8672)";001204;15322;61904;;181.465,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2023/000169;OBRAS DE CONSERVACIÓN DE CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE SALAMANCA;001204;32301;63200;;29.000,00;05;EDUCACIÓN;00;COLEGIOS;204;SALAMANCA
2023/000171;PLACAS CONMEMORATIVAS DISTRITO DE SALAMANCA. INSTALACIÓN;001204;33401;60999;;3.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;204;SALAMANCA
2023/000177;CENTROS CULTURALES DEL DISTRITO DE SALAMANCA. OTRO MOBILIARIO Y ENSERES;001204;33401;62599;;38.000,00;10;CULTURA;03;CENTROS CULTURALES;204;SALAMANCA
2023/000174;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. ADQUISICIÓN DE ESCENARIO PARA EVENTOS DEPORTIVOS;001204;34201;62999;;7.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2023/000175;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. CÉPED ARTIFICIAL PARA SOLARIUM PISCINA;001204;34201;63200;;3.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2023/000176;OBRAS DE REFORMA, REPARACIÓN Y CONSERVACIÓN EN CENTROS DEPORTIVOS DEL DISTRITO DE SALAMANCA;001204;34201;63200;;88.686,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2020/000354;EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL;001204;93302;63200;;98.535,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;204;SALAMANCA
2022/001176;CASA DEL RELOJ FUENTE DEL BERRO. ACONDICIONAMIENTO PARA SALA DE LECTURA;001204;93302;63200;;150.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;204;SALAMANCA
2022/001178;CENTRO CULTURAL MAESTRO ALONSO. OBRAS MEJORA ACCESIBILIDAD Y SUSTITUCIÓN ASCENSOR;001204;93302;63200;;140.000,00;10;CULTURA;03;CENTROS CULTURALES;204;SALAMANCA
2022/001179;CENTRO CULTURAL RAFAEL ALTAMIRA. OBRAS DE ACONDICIONAMIENTO PUNTUAL Y VARIOS;001204;93302;63200;;20.000,00;10;CULTURA;03;CENTROS CULTURALES;204;SALAMANCA
2023/000362;EDIFICIO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SALAMANCA. OBRAS REFORMA;001204;93302;63200;;36.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;204;SALAMANCA
2023/000205;OBRAS EN DIVERSAS ACERAS Y CALZADAS DEL DISTRITO DE CHAMARTIN;001205;15322;61910;;171.990,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2023/003002;CALLE DE BONETERO. AMPLIACIÓN DE ACERAS (ID 22: 17846);001205;15322;61910;5;90.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2023/003003;CAMINO SEGURO AL COLEGIO PÚBLICO SAN JUAN DE LA CRUZ.ORDENACIÓN VIARIA Y ACCESIBILIDAD(ID 22: 18439);001205;15322;61922;5;100.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2023/000206;ZONAS VERDES DEL DISTRITO DE CHAMARTÍN. INSTALACIÓN DE ÁREAS CANINAS;001205;17102;61921;;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2023/000208;REMODELACION DE DIVERSAS ZONAS VERDES DEL DISTRITO DE CHAMARTÍN;001205;17102;61921;;200.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2023/000210;SERVICIOS DE SALUBRIDAD DISTRITO DE CHAMARTÍN. EQUIPOS DE CONTROL Y ANÁLISIS;001205;31101;62302;;900;04;SALUD PÚBLICA;02;HIGIENE;205;CHAMARTIN
2023/000394;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO CHAMARTÍN;001205;32301;63200;;500.000,00;05;EDUCACIÓN;00;COLEGIOS;205;CHAMARTIN
2023/000212;PLACAS CONMEMORATIVAS DISTRITO DE CHAMARTIN;001205;33401;60999;;500;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;205;CHAMARTIN
2023/000213;CENTRO DEPORTIVO PRADILLO. MÁQUINA LASER PARA SERVICIO DE FISIOTERAPIA;001205;34201;62300;;2.300,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;205;CHAMARTIN
2022/000589;OBRAS ACONDICIONAMIENTO Y REFORMA EDIFICIOS DEL DISTRITO DE CHAMARTÍN;001205;93302;63200;;78.010,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;205;CHAMARTIN
2023/000295;BARRIO DE BELLAS VISTAS DEL DISTRITO DE TETUÁN. OBRAS MEJORA DE LA ACCESIBILIDAD;001206;15322;61910;5;210.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;206;TETUAN
2023/000183;ZONAS AJARDINADAS DEL DISTRITO DE TETUÁN. OBRAS DE REMODELACIÓN Y REFORMA;001206;17102;61921;;2.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;206;TETUAN
2023/000184;OBRAS DE REFORMA Y REHABILITACIÓN DE CENTROS DOCENTES DEL DISTRITO DE TETUÁN;001206;32301;63200;;175.000,00;05;EDUCACIÓN;00;COLEGIOS;206;TETUAN
2023/000293;ESCUELA INFANTIL LA BRISA. OBRAS DE ACONDICIONAMIENTO DE PATIO;001206;32301;63200;5;50.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;206;TETUAN
2022/000405;DEPORTIVO BÁSICO PISTA DE SKATE, DISTRITO TETUÁN. OBRAS DE AMPLIACIÓN;001206;34201;60999;;770.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;206;TETUAN
2022/000409;DEPORTIVO BÁSICO PISTA DE SKATE, DISTRITO TETUÁN. OBRAS DE REPARACIÓN;001206;34201;61999;;55.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;206;TETUAN
2023/000185;OBRAS DE REFORMA, REHABILITACIÓN Y MEJORA INSTALACIONES DEPORTIVAS DISTRITO DE TETUÁN;001206;34201;63200;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2023/000294;DEPORTIVO BÁSICO PARQUE DE LA VENTILLA. ALUMBRADO PISTA DE BASKET;001206;34201;61999;5;50.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;206;TETUAN
2023/000186;OBRAS DE REFORMA, REHABILITACIÓN Y MEJORA DE EDIFICIOS DEL DISTRITO DE TETUÁN;001206;93302;63200;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;206;TETUAN
2022/001321;ACERAS Y CALZADAS CALLE PONZANO. OBRAS DE MEJORA;001207;15322;61910;;393.678,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;207;CHAMBERI
2023/000217;OBRAS ACONDICIONAMIENTO Y MEJORA DE ACERAS Y CALZADAS DEL DISTRITO DE CHAMBERÍ;001207;15322;61910;;95.900,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;207;CHAMBERI
2022/000349;PARQUE INFANTIL EN LA PLAZA DEL TENIENTE DE ALCALDE PEREZ PILLADO. OBRAS DE REHABILITACION;001207;17102;61921;;630.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;207;CHAMBERI
2023/000219;ZONAS VERDES DEL DISTRITO DE CHAMBERÍ. REMODELACIÓN DE ÁREAS INFANTILES;001207;17102;61921;;75.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;207;CHAMBERI
2023/000220;PLACAS CONMEMORATIVAS EN EL DISTRITO CHAMBERÍ. INSTALACIÓN;001207;33401;60999;;1.800,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;207;CHAMBERI
2023/000221;EQUIPAMIENTO TÉCNICO CENTRO CULTURAL GALILEO;001207;33401;62999;;1.250,00;10;CULTURA;03;CENTROS CULTURALES;207;CHAMBERI
2023/000222;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DE DISTRITO DE CHAMBERÍ;001207;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;207;CHAMBERI
2023/000223;SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE CHAMBERÍ. ADQUISICION DE BANDERAS;001207;92001;62599;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;207;CHAMBERI
2023/000110;VÍAS PÚBLICAS DEL DISTRITO DE FUENCARRAL-EL PARDO. OBRAS DE REMODELACIÓN Y CONSERVACIÓN;001208;15322;61910;;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2023/000308;VÍAS Y ESPACIOS PÚBLICOS ÁMBITO BEGOÑA, DISTRITO FUENCARRAL-EL PARDO. REMODELACIÓN;001208;15322;61910;5;181.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2023/003063;PLAZA DEL DOCTOR BARRAQUER, BARRIO DE PEÑAGRANDE. REHABILITACIÓN Y MEJORA (ID 22: 19216);001208;15322;61910;5;300.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2023/000108;ZONAS AJARDINADAS DISTRITO FUENCARRAL EL PARDO. ACONDICIONAMIENTO;001208;17102;61921;;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;208;FUENCARRAL-EL PARDO
2023/003062;PARQUE CALLE RAMÓN GÓMEZ DE LA SERNA. OBRAS DE REHABILITACIÓN (ID 22: 19176);001208;17102;61921;5;100.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;208;FUENCARRAL-EL PARDO
2023/000125;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO FUENCARRAL EL PARDO;001208;23103;63599;;25.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2023/000035;OBRAS DE CONSERVACIÓN DE CENTROS DOCENTES DE ENSEÑANAZA DISTRITO FUENCARRAL-EL PARDO;001208;32301;63200;;250.000,00;05;EDUCACIÓN;00;COLEGIOS;208;FUENCARRAL-EL PARDO
2023/000197;EQUIPAMIENTO CENTROS CULTURALES DISTRITO DE FUENCARRAL EL PARDO;001208;33401;63599;;15.000,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2023/000199;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE FUENCARRAL-EL PARDO;001208;34201;62300;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2023/000199;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE FUENCARRAL-EL PARDO;001208;34201;62302;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2023/000199;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE FUENCARRAL-EL PARDO;001208;34201;62599;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2023/000279;OBRAS DE CONSERVACIÓN Y MEJORA INSTALACIONES DEPORTIVAS DISTRITO DE FUENCARRAL-EL PARDO;001208;34201;63200;;38.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2023/003061;DEPORTIVO BÁSICO LAS TABLAS. CUBRICIÓN PISTAS (HOCKEY Y BALONCESTO) Y OTRAS MEJORAS (ID 22: 17892);001208;34201;63200;5;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2023/003064;PISTAS DE BALONCESTO EN TRES OLIVOS. CONSTRUCCIÓN (ID 22: 19289);001208;34201;62200;5;200.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2023/000034;OBRAS DE CONSERVACIÓN DE EDIFCIOS DEL DISTRITO DE FUENCARRAL-EL PARDO;001208;93302;63200;;38.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;208;FUENCARRAL-EL PARDO
2020/000462;ITINERARIOS PEATONALES EN EL BARRIO DE ARGÜELLES. OBRAS DE MEJORA;001209;15322;61910;5;15.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2022/001187;PARQUE DEL OESTE. ADECUACIÓN ESPACIO DE LECTURA AL AIRE LIBRE;001209;17102;61921;;80.000,00;09;MEDIO AMBIENTE;00;PARQUES;209;MONCLOA-ARAVACA
2022/001193;PARQUE DE LAS SIETE CABRAS. OBRAS DE ADECUACIÓN Y MEJORA;001209;17102;61920;;100.000,00;09;MEDIO AMBIENTE;00;PARQUES;209;MONCLOA-ARAVACA
2023/000396;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO MONCLOA-ARAVACA;001209;32301;63200;;200.000,00;05;EDUCACIÓN;00;COLEGIOS;209;MONCLOA-ARAVACA
2023/000166;PLACAS CONMEMORATIVAS EN EL DISTRITO MONCLOA-ARAVACA;001209;33401;60999;;6.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;209;MONCLOA-ARAVACA
2022/000581;OBRAS ADECUACIÓN Y MEJORA DEPORTIVOS BÁSICOS DISTRITO MONCLOA-ARAVACA;001209;34201;61999;;243.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;209;MONCLOA-ARAVACA
2023/003067;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. MEJORA ESPACIOS LIBRES Y RENATURALIZACIÓN (ID 22: 19004);001209;34201;63200;5;30.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;63302;;400;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;62302;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;62500;;9.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;63500;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2023/000005;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO MONCLOA-ARAVACA;001209;92001;63599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000582;OBRAS ACONDICIONAMIENTO Y MEJORA EDIFICIOS DEL DISTRITO MONCLOA-ARAVACA;001209;93302;63200;;65.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;209;MONCLOA-ARAVACA
2022/000273;VÍAS PÚBLICAS DISTRITO LATINA. ACTUACIONES DE MEJORA Y ACCESIBILIDAD;001210;15322;61910;;423.500,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;210;LATINA
2022/001558;SOLAR EN LA CALLE SOLEDAD CAZORLA, DISTRITO DE LATINA. REORDENACIÓN DEL ESPACIO PERIMETRAL;001210;15322;61910;;90.500,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;210;LATINA
2022/000478;CONEXIÓN PEATONAL CALLES SEPÚLVEDA Y MONSALUPE. MEJORA ACCESIBILIDAD (ID 20: 13124);001210;17102;61999;5;901.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;210;LATINA
2022/001557;SOLAR EN LA CALLE SOLEDAD CAZORLA, DISTRITO DE LATINA. REHABILITACIÓN Y ADECUACIÓN ZONA VERDE;001210;17102;61921;;88.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;210;LATINA
2023/000296;ZONAS VERDES PRÓXIMAS AL CENTRO DE MAYORES CAMPAMENTO. INSTALACIÓN DE CIRCUITO DE MAYORES;001210;17102;61921;5;68.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;210;LATINA
2023/000297;ZONAS AJARDINADAS PLAZA PATRICIO MARTÍNEZ. OBRAS DE ADECUACIÓN;001210;17102;61921;5;76.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;210;LATINA
2023/000354;ZONAS VERDES AJARDINADAS DEL DISTRITO DE LATINA;001210;17102;61921;;12.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;210;LATINA
2023/003066;QUIOSCO TERRAZA DEL PARQUE CERRO ALMODÓVAR. REHABILITACIÓN (ID 22: 18864);001210;17102;61999;5;150.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;210;LATINA
2023/000352;OBRAS DE REFORMA Y CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE LATINA;001210;32301;63200;;950.000,00;05;EDUCACIÓN;00;COLEGIOS;210;LATINA
2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;001210;32601;62200;5;2.769.322,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;210;LATINA
2021/001098;DEPORTIVO BÁSICO SOFTBALL Y GROUND GOLF EN AV. DE LA PESETA, 12. CONSTRUCCION;001210;34201;62200;;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;210;LATINA
2021/001098;DEPORTIVO BÁSICO SOFTBALL Y GROUND GOLF EN AV. DE LA PESETA, 12. CONSTRUCCION;001210;34201;62200;5;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;210;LATINA
2021/001328;CENTRO DEPORTIVO GALLUR. ADECUACIÓN RECORRIDO CARDIOSALUDABLE;001210;34201;63200;5;102.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2022/001575;CENTRO DEPORTIVO GALLUR. ACONDICIONAMIENTO GENERAL DE PISTAS POLIDEPORTIVAS;001210;34201;63200;5;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2022/001645;DEPORTIVO BÁSICO CASTROSERNA. OBRAS DE AMPLIACIÓN DE VESTUARIOS Y ACCESIBILIDAD;001210;34201;63200;5;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;210;LATINA
2023/000353;REFORMA EDIFICIOS ADSCRITOS AL DISTRITO DE LATINA;001210;93302;63200;;350.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;210;LATINA
2022/000501;ZONAS VERDES COLONIA PAN BENDITO. ACONDICIONAMIENTO DE ÁREAS ESTANCIALES;001211;17102;61921;5;300.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;211;CARABANCHEL
2023/000250;ZONAS VERDES DEL DISTRITO DE CARABANCHEL. OBRAS DE REMODELACIÓN;001211;17102;61921;;46.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;211;CARABANCHEL
2023/000298;ZONAS AJARDINADAS PLAZA INMACULADA CONCEPCIÓN. OBRAS DE ACONDICIONAMIENTO;001211;17102;61921;5;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;211;CARABANCHEL
2023/003001;ZONAS VERDES EN LA AV.DE OPORTO. OBRAS DE REMODELACIÓN (ID 22: 17048);001211;17102;61921;5;500.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;211;CARABANCHEL
2023/000259;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE CARABANCHEL;001211;23103;62599;;26.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;211;CARABANCHEL
2023/000278;OBRAS DE CONSERVACIÓN Y MEJORA EN CENTROS DOCENTES DE ENSEÑANZA DISTRITO CARABANCHEL;001211;32301;63200;;200.000,00;05;EDUCACIÓN;00;COLEGIOS;211;CARABANCHEL
2023/000260;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO DE CARABANCHEL;001211;33401;63999;;80.000,00;10;CULTURA;03;CENTROS CULTURALES;211;CARABANCHEL
2023/000263;EQUIPAMIENTO CENTRO DEPORTIVO ANTIGUO CANÓDROMO;001211;34201;63999;;15.650,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;211;CARABANCHEL
